card_code,store_name,store_address
02ID0372,RONS NATURAL FOODS,"3110 CLEVELAND BLVD, CALDWELL, ID 83605"
02ID0409,HUCKLEBERRYS #9,"411 N MAIN ST, MOSCOW, ID 83843"
02ID0704,NORTHWEST HEALTH,"1117 MAIN AVE., ST MARIES, ID 83861"
02ID0741,MOUNTAIN MIKE'S,"PO BOX 1133, BONNERS FERRY, ID 83805"
02ID1276,THE HEALTH FOOD STORE,"110 NORTH COLLEGE ST, GRANGEVILLE, ID 83530"
02ID2139,CHRISTINE'S HERBS & THINGS LLC,"65 S BROADWAY, BLACKFOOT, ID 83221"
02ID3301,NG VITAMIN COTTAGE TF U174,"1933 FILLMORE ST, TWIN FALLS, ID 83301"
02ID3333,NG VITAMIN COTTAGE HI U127,"710 N MAIN ST, HAILEY, ID 83333"
02ID3404,NG VITAMIN COTTAGE IF U075,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02ID3600,NUTRITION WEST,"116 E FAIRVIEW, MERIDIAN, ID 83642"
02ID3815,NG VITAMIN COTTAGE CD U080,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02ID4900,"TOTAL HEALTH,LLC","1225 NW 16TH ST, FRUITLAND, ID 83619"
02ID5284,NATURES NOOK,"160 E. VALLEY RIVER DRIVE #2, REXBURG, ID 83440"
02ID6017,NG VITAMIN COTTAGE MC U167,"209 N 3RD ST, MCCALL, ID 83638"
02ID6067,NATURES PANTRY,"401 MAIN ST., SALMON, ID 83467"
02ID7044,VIGS PRODUCE AND HF STRE,"922 16TH AVE, LEWISTON, ID 83501"
02ID7044,VIG'S HEALTH FOOD STORE,"922 16TH AVE., LEWISTON, ID 83501"
02ID7238,NUTRITION CENTER,"1326 OAKLEY AVE, BURLEY, ID 83318"
02ID7323,NG VITAMIN COTTAGE BE U053,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02ID7600,WEALTH OF HEALTH,"120 S WOODRUFF AVENUE, IDAHO FALLS, ID 83401"
02ID7600,WEALTH OF HEALTH,"120 S WOODRUFF AVE, IDAHO FALLS, ID 83401"
02ID7604,NOURISHME,"PO BOX 1105, KETCHUM, ID 83340"
02ID8135,WINTER RIDGE NATURAL FDS,"703 W LAKE ST, SANDPOINT, ID 83864"
02ID8484,MRS BEESLEYS HEALTHY FOODS,"10370 OVERLAND ROAD, BOISE, ID 83709"
02ID9730,PILGRIMS #7,"1316 N 4TH ST, COEUR D ALENE, ID 83814"
02IL0003,OTC SUPPLEMENTS INC,"1732 W GOLF RD, MOUNT PROSPECT, IL 60056"
02IL0036,BACK TO NATURE,"5556 W BELMONT, CHICAGO, IL 60641"
02IL0036,BACK TO NATURE,"5556 W. BELMONT, CHICAGO, IL 60641"
02IL0060,OPTIMAL HEALTH,"918 N MAIN ST, PRINCETON, IL 61356"
02IL0090,HIGHLAND NUTRITION,"320 WALNUT, HIGHLAND, IL 62249"
02IL0100,FRUITFUL YIELD,"360 RANDALL RD, SOUTH ELGIN, IL 60177"
02IL0120,NEW VITALITY HEALTH,"9564 W 147TH ST, ORLAND PARK, IL 60462"
02IL0120,NEW VITALITY HEALTH FD CW,"9564 W 147TH ST, ORLAND PARK, IL 60462"
02IL0120,NEW VITALITY HEALTH FD  CW,"9564 W. 147th, ORLAND PARK, IL 60462"
02IL0172,FRUITFUL YIELD DC,"1620 CENTRAL AVE, ROSELLE, IL 60172"
02IL0188,CAPUTO'S/ FRUITFUL YIELD,"244 KNOLLWOOD DR, BLOOMINGDALE, IL 60108"
02IL0296,NOLAS NATURALS LLC,"422 MADISON AVE, CHARLESTON, IL 61920"
02IL0422,SUNRISE FARMS #3,"3203 VOLLMER RD, FLOSSMOOR, IL 60422"
02IL0461,POLSONS NATURAL FOOD,"960 MAIN STREET, ANTIOCH, IL 60002"
02IL0461,POLSON'S DIETARY FOODS   @,"960 MAIN STREET, ANTIOCH, IL 60002"
02IL0461,POLSON'S DIETARY FOODS,"960 MAIN ST, ANTIOCH, IL 60002"
02IL0564A,CAPUTOS NAPERVILLE,"3115 111TH ST, NAPERVILLE, IL 60564"
02IL0610A,SUNSHINE HOUSE,"402 W GALLATIN ST, VANDALIA, IL 62471"
02IL0610A,SUNSHINE HOUSE,"420 W GALLATIN ST, VANDALIA, IL 62471"
02IL0639,MONK'S HERB CENTER,"4714 N. MILWAUKEE AVENUE, CHICAGO, IL 60630"
02IL0651,FRUITFUL YIELD,"1512 N NAPER BLVD, NAPERVILLE, IL 60563"
02IL0900,MERZ APOTHECARY,"4716 N LINCOLN AVE, CHICAGO, IL 60625"
02IL0901,GNC #8570    @    CW,"75 W NORTH AVE STE 300, NORTHLAKE, IL 60164"
02IL0901,GNC #8570,"75 W NORTH AVE   STE 300, NORTHLAKE, IL 60164"
02IL0940,JD MILLS HEALTH FOOD,"635 CHICAGO AVE STE 4, EVANSTON, IL 60202"
02IL0940,JD MILLS,"635 CHICAGO AVE  STE#4, EVANSTON, IL 60202"
02IL0940,JD MILLS            RE/CW@,"635 CHICAGO AVENUE, EVANSTON, IL 60202"
02IL0940A,COUNTRY STORE HEALTH FD,"3618 N  VERMILLION, DANVILLE, IL 61832"
02IL1023,LIFE SPRING,"3178 N CLARK, CHICAGO, IL 60657"
02IL1023,LIFESPRING HEALTH FOOD  CW,"3178 N CLARK ST, CHICAGO, IL 60657"
02IL1212,GREAT LIFE HEALTH & NUTRIT,"950 MILWAUKEE AVE STE# 226, GLENVIEW, IL 60025"
02IL1445,FRUITFUL YIELD NAT FDS,"135 N ADDISON AVE, ELMHERST, IL 60126"
02IL1502,HERBASUN INC,"5433 N MILWAUKEE AVE, CHICAGO, IL 60630"
02IL1555,MARI-MANN HERB CO INC,"1405 MARI MANN LANE, DECATUR, IL 62521"
02IL1620,NUTRITION NETWORK MARKET,"27 W 187 GENEVA ROAD, WINFIELD, IL 60190"
02IL1659,CLETA'S NUTRITION,"3004 GODFREY ROAD, GODFREY, IL 62035"
02IL1659,CLETA'S NUTRITION,"3004 GODFREY RD, GODFREY, IL 62035"
02IL1659,CLETA'S NUTRITION,"3004 GODFREY ROAD, GODFREY, nan 62035"
02IL1754,KUDUS HEALTH FOODS  5% CW,"8515 S COTTAGE GROVE AVE, CHICAGO, IL 60619"
02IL1801,STRAWBERRY FIELDS,"306 W SPRINGFIELD AVE, URBANA, IL 61801"
02IL1856,SOUTHTOWN HEALTH FOODS,"2100 W. 95TH ST., CHICAGO, IL 60643"
02IL1856,SOUTHTOWN HEALTH FOODS,"2100  W. 95TH ST., CHICAGO, IL 60643"
02IL1856,SOUTHTOWN HEALTH FOODS,"2100 W 95TH ST       NSC, CHICAGO, IL 60643"
02IL1856,SOUTHTOWN HEALTH FOODS @,"2100 WEST 95TH ST, CHICAGO, IL 60643"
02IL2000A,FITNESS NUTRITION CTR  CW,"421 W SOUTH STREET, FREEPORT, IL 61032"
02IL2086,SUNRISE HEALTH FOODS INC,"4111 183RD ST, COUNTRY CLUB HILLS, IL 60478"
02IL2220,CHICAGO HEALTH MAPLE STREET,"22 W MAPLE ST, CHICAGO, IL 60610"
02IL2220A,MIRACLE HERBS & WELLNESS,"6857 W BELMONT AVE, CHICAGO, IL 60634"
02IL2553,FRUITFUL YIELD,"366 WEST ARMY TRAIL ROAD, BLOOMINGDALE, IL 60108"
02IL2636A,YODERS WELLNESS CENTER   R,"1874 CR 115 EAST, XENIA, IL 62899"
02IL2690,MICHAEL'S GREEN STORE INC,"2957 W DEVON AVE, CHICAGO, IL 60659"
02IL2999,FRUITFUL YIELD,"168 E. GOLF ROAD, SCHAUMBURG, IL 60173"
02IL3189,FAMILY HEALTH FOODS LLC,"2008 CR 1800E, ARTHUR, IL 61911-6062"
02IL3304,FRUITFUL YIELD NAT FDS,"1124 DOUGLAS RD., OSWEGO, IL 60543"
02IL3409A,HEALTH & NUTRITION PLUS,"2522 EAST LINCOLN WAY STE C, STERLING, IL 61081"
02IL3490A,FRUITFUL YIELD,"155 NORTH RANDALL RD, BATAVIA, IL 60510"
02IL3533,NEIGHBORHOOD COOP,"1815 W MAIN ST, CARBONDALE, IL 62901"
02IL3533,NEIGHBORHOOD CO-OP CG/CW,"1815 W. MAIN ST, CARBONDALE, IL 62901"
02IL4338,VITAMART INC,"7129 W Belmont Ave, Chicago, IL 60634"
02IL4338,VITAMART INC,"7129 W BELMONT AVE, CHICAGO, IL 60634"
02IL4372,THE BRIDGE OF LIFE,"4433 W.FULLERTON AVE, CHICAGO, IL 60639"
02IL4500,NATURES CORNUCOPIA,"1717 N RICHMOND RD, MC HENRY, IL 60050"
02IL4500,NATURES CORNUCOPIA,"1717 N RICHMOND RD, MC HENRY, IL 60051"
02IL4500,NATURES CORNUCOPIA   @,"1717 N. RICHMOND ROAD, MCHENRY, IL 60051"
02IL4532,NATURES WAY NUTR CENTER,"1212 WEST GALENA AVE., FREEPORT, IL 61032"
02IL4532A,NATURE'S WAY NUTR CNTRCW,"1212 W GALENA AVE, FREEPORT, IL 61032"
02IL4532A,NATURE'S WAY NUTR CNTR CW,"1212 W GALENA AVE, FREEPORT, IL 61032"
02IL4564,ABE'S INC.            CW,"117 N. KICKAPOO ST., LINCOLN, IL 62656"
02IL4664,MURPHYS HEALTH FOOD,"400 N MILWAUKEE AVE, LIBERTYVILLE, IL 60048"
02IL4664,MURPHY'S HEALTH FOODS,"400 N. MILWAUKEE AVE., LIBERTYVILLE, IL 60048"
02IL4664,MURPHY'S HEALTH FOODS   CW,"400 N. MILWAUKEE AVENUE, LIBERTYVILLE, IL 60048"
02IL4888,CORNER HEALTH FOODS,"502 N SEYMOUR AVE, MUNDELEIN, IL 60060-1837"
02IL5099,AMERICAN HEALTH FOODS,"5142 W 95TH ST, OAK LAWN, IL 60453"
02IL5099,AMERICAN HEALTH FOODS,"5142 W 95th ST, OAK LAWN, IL 60453"
02IL5505,FOODS FOR LIFE,"2205 Missouri Ave, EAST ST. LOUIS, IL 62205"
02IL5552,FRUITFUL YIELD NAT FOOD,"229 W ROOSEVELT RD, LOMBARD, IL 60148"
02IL5700,BONNE SANTE,"1512 E 53RD ST, CHICAGO, IL 60615"
02IL6055,HERBASUN,"5433 N. MILWAUKEE AVE, CHICAGO, IL 60630"
02IL6166,SUNRISE HEALTH FOODS,"17650 TORRANCE, LANSING, IL 60438"
02IL6236,KANKAKEE NATURAL FOODS,"1035 MULLIGAN DR #2, BRADLEY, IL 60915"
02IL6236,KANKAKEE NATURAL FOODS,"1035 MULLIGAN DRIVE, BRADLEY, IL 60915"
02IL6365,NATURAL GOURMET,"1739 W KIRBY AVE, CHAMPAIGN, IL 61821"
02IL6466,COUNTRY NUTRITION,"645 W PERSHING ROAD, DECATUR, IL 62526"
02IL6825,PLAZA HEALTH INN,"4202 N HARLEM AVE, NORRIDGE, IL 60706"
02IL6825,PLAZA HEALTH FOODS,"4202 N HARLEM AVE  STE D, NORRIDGE, IL 60706"
02IL6825,PLAZA HEALTH FOODS   CW  @,"4202 NORTH HARLEM AVENUE, NORRIDGE, IL 60706"
02IL6924,SUNRISE HEALTH FOODS,"4700 N UNIVERSITY, PEORIA, IL 61614"
02IL7279,COUNTRY STORE HEALTH FOODS,"3618 N VERMILLION ST., DANVILLE, IL 61832"
02IL7363,COLBY NATURAL HEALTH,"226 WEST ADAMS, MORTON, IL 61550"
02IL7363,COLBY NATURAL HEALTH,"226 W ADAMS, MORTON, IL 61550"
02IL7363,COLBY NATURAL HEALTH,"226 W ADAMS, SUITE A, MORTON, IL 61550"
02IL7363,COLBY NATURAL HEALTH,"141 SOUTH MAIN STREET, MORTON, IL 61550"
02IL7588,EDEN HEALTH & WELLNESS CW,"268 E. BELVIDERE RD., HAINESVILLE, IL 60030"
02IL7600,CAPITOL DISCOUNT NUTRIT,"5 EARL CT, UNIT 160, WOODRIDGE, IL 60517"
02IL7614,FRUITFUL YIELD NAT FDS,"2141 W 75TH STREET, DARIEN, IL 60561"
02IL7700B,HERBOVIT NUTRITION CENTER,"1707 W GOLF RD, MT PROSPECT, IL 60056"
02IL7732,DISCOUNT NUTRITION STORE,"185 EAST LAKE ST, BLOOMINGDALE, IL 60108"
02IL7732,DISCOUNT NUTRITION STR,"185 E LAKE ST STE A, BLOOMINGDALE, IL 60108"
02IL7732,DISCOUNT NUTRITION STR  @,"185 E LAKE ST, BLOOMINGDALE, nan 60108"
02IL7853,GNC # 7853,"1524 N CICERO AVE, CHICAGO, IL 60651"
02IL7898,LARABEE HERBS AND HEALTH,"7628 W NORTH AVE, ELMWOOD PARK, IL 60707"
02IL7942A,CRYSTAL LAKE HEALTH FOOD,"25 E CRYSTAL LAKE AVENUE, CRYSTAL LAKE, IL 60014"
02IL8002,HERBALAND,"2630 DEMPSTER ST, PARK RIDGE, IL 60068"
02IL8002,HERBALAND 3,"2630 DEMPSTER ST, PARK RIDGE, IL 60068"
02IL8002,HERBALAND #3,"2630 DEMPSTER, PARK RIDGE, IL 60068"
02IL8002,HERBALAND #3      @,"2630 DEMPSTER AVE, PARK RIDGE, IL 60068"
02IL8009,FOOD FANTASIES,"1512 W WABASH AVE, SPRINGFIELD, IL 62704"
02IL8240,FRUITFUL YIELD,"2378 ESSINGTON, JOLIET, IL 60435"
02IL8457,KMT-NUTRITIONAL ESSENTIALS,"233 EAST 75TH STREET, CHICAGO, IL 60619"
02IL8539,OTC SUPPLEMENTS INC,"1732 W GOLF RD, MT PROSPECT, IL 60056"
02IL8539,OTC SUPPLEMENTS,"1732 W GOLF RD, MT PROSPECT, IL 60056"
02IL8568,BACK TO NATURE,"5898 SOUTH ARCHER, CHICAGO, IL 60638"
02IL8568,BACK TO NATURE  ( 8568),"5898 SOUTH ARCHER, CHICAGO, IL 60638"
02IL9098,CAPUTO'S ADDISON / FRUITFUL YIELD,"510 WEST LAKE STREET, ADDISON, IL 60101"
02IL9103,FRUITFUL YIELD,"425 N LA GRANGE RD, LA GRANGE PARK, IL 60526"
02IL9114,PASS HEALTH FOODS,"7228 W. COLLEGE DRIVE, PALAS HEIGHT, IL 60463"
02IN0002,J.L. SUPPLIES,"717 N 100 EAST, MONROE, IN 46772"
02IN0065,ADELES NORTH,"4488 FIRST AVE, EVANSVILLE, IN 47710"
02IN0083,RAINBOW BLOSSOM,"3003 B CHARLESTOWN CROSG WY, NEW ALBANY, IN 47150"
02IN0237,EARTHEN TREASURES,"415 S 13TH ST, DECATUR, IN 46733"
02IN0288,SOUTHERN HILLS HEALTH PRODUCTS,"1489 E CARNES MILL RD, ENGLISH, IN 47118"
02IN0295,ADELE'S NATURAL FOODS,"4488 FIRST AVE, EVANSVILLE, IN 47710"
02IN0864,STEVE'S NATURAL CHOICE LLC,"5550 E HWY 62, JEFFERSONVILLE, IN 47130"
02IN1050A,BAUMS NATURAL FOODS,"2130 45TH STREET, HIGHLAND, IN 46322"
02IN1050A,BAUMS NATURAL FOODS,"2130 45TH ST., HIGHLAND, IN 46322"
02IN1166,JOSEPHS HERBS & VITS,"8816 COLDWATER RD, FT WAYNE, IN 46825"
02IN1305,COUNTRY NUTRITION OF INDIANA,"1480 OLIVE BRANCH PARKE LANE # 700, GREENWOOD, IN 46143"
02IN1305,COUNTRY NUTRITION-DECATUR,"645 W PERSHING RD, DECATUR, IL 62526"
02IN1305,COUNTRY NUTRITION-DECATUR@,"1480 OLIVE BRANCH PARKE LANE,, GREENWOOD, IN 46143"
02IN1423,J L SUPPLIES,"717 N 100 E, MONROE, IN 46772"
02IN1482,GNC #1579               CW,"STE# A, ANDERSON, IN 46013"
02IN1555,SUNSPOT NATURAL MKT,"500 SAGAMORE PKWY, WEST LAFAYETTE, IN 47906"
02IN1555,SUNSPOT NATURAL MARKET,"500 W SAGAMORE PARKWAY, W LAFAYETTE, IN 47906"
02IN1555,SUNSPOT NATURAL MARKET   @,"500 W SAGAMORE PKWY, WEST LAFAYETTE, IN 47906"
02IN1646,NATURES NOOK,"1601 CHESTER BLVD, RICHMOND, IN 47374"
02IN1646,NATURE'S NOOK,"1601 CHESTER BLVD, RICHMOND, IN 47374"
02IN1646,NOOK OF RICHMOND       CW,"1601 CHESTER BLVD., RICHMOND, IN 47374"
02IN1646,NOOK OF RICHMOND,"1601 CHESTER BLVD, RICHMOND, IN 47374"
02IN1677,NATURAL CHOICES,"2611 CENTRAL AVE, COLUMBUS, IN 47201"
02IN1984,SUNRISE HEALTH FOODS,"1708 LINCOLNWAY, VALPARAISO, IN 46383"
02IN2030,HEALTH EMPORIUM & ARTISAN BOUT,"1203 S. JEFFERSON, HUNTINGTON, IN 46750"
02IN2335,NATURES CUPBOARD,"340 DUNES PLAZA, MICHIGAN CITY, IN 46360"
02IN2335,NATURE'S CUPBOARD-MICHIGAN CTY,"340 DUNES PLAZA, MICHIGAN CITY, IN 46360"
02IN2335A,NATURES CUPBOARD INDIAN AVE,"316 W INDIAN AVE, CHESTERTON, IN 46304"
02IN2335A,NATURE'S CUPBOARD,"761 INDIAN BOUNDRY RD, CHESTERTON, IN 46304"
02IN2413,WARSAW HEALTH FOODS,"1228 EAST CENTER ST., WARSAW, IN 46580"
02IN2413A,WARSAW HEALTH FOODS,"1228 E CENTER ST, WARSAW, IN 46580"
02IN2413A,WARSAW HEALTH FOODS     CW,"1228 E. CENTER, WARSAW, IN 46580"
02IN2600,PRAIRIE MARKET,"66019 US HIGHWAY 33, GOSHEN, IN 46526"
02IN2787,SOUTHERN HILLS HEALTH PRODUCTS,"1489 E CARNES MILL RD, ENGLISH, IN 47118"
02IN3140,BAUMS NATURAL FOODS,"411 WEST 81-ST, MERRILLVILLE, IN 46410"
02IN3151,GARDEN PATCH MARKET,"228 W  EDISON, MISHAWAKA, IN 46545"
02IN3151,GARDEN PATCH MARKET,"228 W EDISON RD, MISHAWAKA, IN 46545-8319"
02IN3151,GARDEN PATCH MARKET,"228 W EDISON, MISHAWAKA, IN 46545"
02IN3151,GARDEN PATCH MARKET,"228 WEST EDISON ROAD, MISHAWAKA, IN 46545"
02IN3510,NATURE'S CORNUCOPIA,"1801 N. WAYNE STREET, ANGOLA, IN 46703"
02IN3709,GOOD EARTH NAT FOOD STR,"6350 GUILFORD AVE, INDIANAPOLIS, IN 46220"
02IN3709,GOOD EARTH NATURAL,"6350 NORTH GUILFORD AVE, INDIANAPOLIS, IN 46220"
02IN3800,SEEDS AND GREENS NATURAL MRKT.,"207 W 1ST ST, NEW ALBANY, IN 47150"
02IN4310,HERBS N SUCH,"27110 STATE ROAD 46 WEST, BATESVILLE, IN 47006"
02IN4717,SUNSPOT NATURAL FDS S,"3717 S REED ROAD, KOKOMO, IN 46902"
02IN4717,SUNSPOT NATURAL MARKET,"3717 S REED ROAD STE#101, KOKOMO, IN 46902"
02IN4717,SUNSPOT NATURAL MARKET   @,"3717 SOUTH REED RD, KOKOMO, IN 46902"
02IN4868,NORTHERN NUTRITION INC,"2195 N 700 W, SHIPSHEWANA, IN 46565"
02IN4895,GNC - PAYTONVILLE ENT LLC,"6159 KEYSTONE AVE, INDIANAPOLIS, IN 46220"
02IN5211,HEALTH FOOD SHOPPE,"3515 NORTH ANTHONY BLVD, FORT WAYNE, IN 46805"
02IN6382,WILMAS HEALTH CARE INC,"203 S MAIN ST, CHURUBUSCO, IN 46723"
02IN6382,"WILMA'S HEALTH CARE, INC.","203 S. MAIN ST., CHURUBUSCO, IN 46723"
02IN6540,HERBS PLUS,"61164 CR41, MIDDLEBURY, IN 46540"
02IN7002,PEARL STREET MARKET,"118 E. PEARL STREET, WINAMAC, IN 46996"
02IN7025,AT NATURES DOOR,"5830 HWY 6, PORTAGE, IN 46368"
02IN7025,AT NATURE'S DOOR,"5830 HWY 6, PORTAGE, IN 46368"
02IN7025,AT NATURE'S DOOR,"5830 US-6, PORTAGE, IN 46368"
02IN7460,SUNSHINE HOUSE,"46 E MCCLAIN AVE, SCOTTSBURG, IN 47170-1844"
02IN7868,SUNSHINE HEALTH FOODS,"6989 SEMINOLE BLVD STE 4, SEMINOLE, FL 33772"
02IN9077,SUNFLOWER NATURAL FOODS,"1001 LADOGA ROAD, CRAWFORDSVILLE, IN 47933"
02IN9525,GEORGETOWN MARKET,"4375 GEORGETOWN ROAD, INDIANAPOLIS, IN 46254"
02KS0064,BACK TO NATURE INC,"2707 VINE ST., HAYS, KS 67601"
02KS0105,HEALTH FOOD MARKET,"104 N MAIN ST, MC PHERSON, KS 67460"
02KS0425,VITA VILLA,"2041 S OHIO, SALINA, KS 67401"
02KS0844,NG VITAMIN COTTAGE SH U079,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02KS0918,NG VITAMIN COTTAGE OL U086,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02KS1088,GREENACRES MKT W1,"8141 E 21ST STREET, WICHITA, KS 67206"
02KS1586,SPROUTS FARMERS MKT #174,"8550 MAURER RD, LENEXA, KS 66219"
02KS2000,NG VITAMIN COTTAGE OP U055,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02KS2428,NATURES WAY HEALTH FOOD,"719 E KANSAS PLAZA, GARDEN CITY, KS 67846"
02KS2428,NATURES WAY HEALTH FOOD,"719 E. KANSAS PLAZA, GARDEN CITY, KS 67846"
02KS2544,KOUNTRY KUPBOARD    CW/RE,"15750 S.W. 150TH STREET, ROSE HILL, KS 67133"
02KS3166,NATURES PARADISE,"1511 W 6TH AVE, EMPORIA, KS 66801"
02KS4242,NG VITAMIN COTTAGE WT U052,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02KS4283,GREENACRES MKT W4,"6574 E CENTRAL AVE, WICHITA, KS 67206"
02KS4365,GREENACRES MKT W6,"10555 W 21ST STREET N, WICHITA, KS 67205"
02KS6202,NG VITAMIN COTTAGE MS U100,"6819 JOHNSON DR, MISSION, KS 66202"
02KS6207,SPROUTS FARMERS MKT #176,"9628 NALL AVE, OVERLAND PARK, KS 66207"
02KS6223,SPROUTS FARMERS MKT #171,"6821 W 135TH ST, OVERLAND PARK, KS 66223"
02KS6604A,NG VITAMIN COTTAGE TK U073,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02KS7212,NG VITAMIN COTTAGE WM U094,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02KS7314,SPROUTS FARMERS MKT #173,"4740 BAUER FARM DR, LAWRENCE, KS 66049"
02KS7337,NATURAL FOOD CENTER INC,"414 W 8TH, COFFEYVILLE, KS 67337"
02KS7337,NATURAL FOOD CENTER,"414 WEST 8TH STREET, COFFEYVILLE, KS 67337"
02KS7547,VITA VILLA,"2041 S OHIO ST, SALINA, KS 67401"
02KS7562,HARVEST MOON NAT FDS,"16579 W 151ST ST, OLATHE, KS 66062"
02KS7562,HARVEST MOON        OR/3P,"16579 W 151ST STREET, OLATHE, KS 66062"
02KS7700,BARNEYS DISCOUNT DRUG,"3104 W CENTRAL AVE, WICHITA, KS 67203"
02KS8500,NG VITAMIN COTTAGE LW U051,"1301 WEST 23RD STREET, LAWRENCE, KS 66046"
02KS8544,COMMUNITY MERCANTILE,"901 IOWA, LAWRENCE, KS 66044"
02KS8998,NATURAL OF COURSE,"8000 W CENTRAL #100, WICHITA, KS 67212"
02KY0012,ROBERTS HEALTH FOOD,"1020 INDUSTRY RD  STE 10, LEXINGTON, KY 40505"
02KY0042,NUTRITIONAL CENTER #2,"802 SOUTH 4TH ST, DANVILLE, KY 40422"
02KY0189,RAINBOW BLOSSOM,"3738 LEXINGTON ROAD, LOUISVILLE, KY 40207"
02KY0320,NUTRITION CENTER 4,"715 US 31 W BYPASS, BOWLING GREEN, KY 42101"
02KY0555,BACKYARD BOTANICALS,"418 HIICKS RD, LIBERTY, KY 42539"
02KY0657,ANNS NATURALS,"543 G WILSON LN, HORSE CAVE, KY 42749"
02KY0675,NUTRITIONAL CENTER,"370 S US HWY 27 STE 23, SOMERSET, KY 42501"
02KY1042,MATT'S NATURAL WORLD,"7570 BURLINTON PIKE, FLORENCE, KY 41042"
02KY1245,HABEGGERS VARIETY STORE,"1245 SHORES RD., SCOTTSVILLE, KY 42164"
02KY1937,NEW START,"660 E. JOHN ROWAN BLVD., BARDSTOWN, KY 40004"
02KY2022,RAINBOW BLOSSOM,"12232 SHELBYVILLE RD, LOUISVILLE, KY 40243"
02KY2022,RAINBOW BLOSSOM-MIDDLETOWN,"12232 SHELBYVILLE ROAD, LOUISVILLE, KY 40243"
02KY2022A,RAINBOW BLOSSOM,"3608 SPRINGHURST BLVD, LOUISVILLE, KY 40241"
02KY2470,RAINBOW BLOSSOM,"3046 BARDSTOWN RD, LOUISVILLE, KY 40205"
02KY3008,FULL CIRCLE MARKET,"1988 BYPASS ROAD, WINCHESTER, KY 40391"
02KY7221,GENE'S HEALTH FOODS,"1738 MOSELEY ST., OWENSBORO, KY 42303"
02LA0033,VITAMINS PLUS #220,"505 BERTRAND DR., LAFAYETTE, LA 70506"
02LA0033A,BACK TO NATURE,"613 S 5TH ST, LEESVILLE, LA 71446"
02LA0033A,BACK TO NATURE,"2520 WARREN ROAD, INDIANA, PA 15701"
02LA0658,RADIANT HEALTH OF BATON ROUGE,"7809 JEFFERSON HWY, BATON ROUGE, LA 70809"
02LA0670,GOOD LIFE HEALTH FOODS,"6132 HEARNE AVENUE, SHREVEPORT, LA 71108"
02LA3834,GIBSON'S NATURAL GROCER,"201 NORTH SERVICE RD E, RUSTON, LA 71270"
02LA6005A,NUTRITION PLUS,"P O BOX 945, ABBEVILLE, LA 70511"
02LA6005A,NUTRITION PLUS,"PO BOX 945, ABBEVILLE, LA 70511"
02LA6080,HORN OF PLENTY,"623 E ASCENSION, GONZALES, LA 70737"
02LA7050,NG VITAMIN COTTAGE LL-U156,"1925 KALISTE SALOOM RD, LAFAYETTE, LA 70508"
02LA7050,NG VITAMIN COTTAGE LL U156,"1925 KALISTE SALOOM RD, LAFAYETTE, LA 70508"
02LA7079,VITAMINS PLUS #210,"5819 E. KINGS HWY., SHREVEPORT, LA 71105"
02LA7079,VITAMINS PLUS #210,"5819 E KINGS HWY, SHREVEPORT, LA 71105"
02LA7275,ADVANCED HEALTH AND SOUL,"141 N BOBCAT DRIVE, EUNICE, LA 70535"
02LA7378,SMOOTHIE KING #20,"3344 PARIS RD, CHALMETTE, LA 70043"
02LA8222A,LUCYS HEALTH FOODS,"9880 BLUEBONNET BLVD STE D, BATON ROUGE, LA 70810"
02LA8446,FIESTA NUTRITION CENTER,"1211 N 18TH ST, MONROE, LA 71201"
02LA8446,FIESTA NUTRITION CENTER,"1211 N.18TH ST., MONROE, LA 71201"
02LA8537,HEALTH FOOD HUT,"1525 LAPALCO BLVD, HARVEY, LA 70058"
02LA8751,NATURE'S HEALTH SHOPPE,"939 CRESWELL LANE, OPELOUSAS, LA 70570"
02LA9037,NATURAL NUTRITION CENTER,"616 S LEWIS ST, NEW IBERIA, LA 70560"
02LA9037,NATURAL NUTRITION CNTR  5%,"616 S LEWIS ST STE L, NEW IBERIA, LA 70560"
02LA9131,SPROUTS FARMERS MKT #691,"4841 ROUZAN SQUARE AVENUE, BATON ROUGE, LA 70808"
02LA9788,SUNSHINE HEALTH FOODS 2,"3011 AIRLINE DRIVE, BOSSIER CITY, LA 71111"
02LA9910,OUR DAILY BREAD,"9412 FLORIDA BLVD, BATON ROUGE, LA 70815"
02LA9910,OUR DAILY BREAD,"9414 FLORIDA BLVD, BATON ROUGE, LA 70815"
02LA9910,OUR DAILY BREAD,"209 S WALNUT ST, BRYAN, OH 43506"
02LA9910,OUR DAILY BREAD        CW,"9414 FLORIDA BLVD., BATON ROUGE, LA 70815"
02MA0057,GOOD SEED,"138 CENTRAL AVE, SEEKONK, MA 02771"
02MA0061,MARIE'S HEALTH & HERB STORE,"36 WILLOWBROOK DR, SPRINGFIELD, MA 1129"
